CURRENCY_DATE;CURRENCY_YEAR;VOLUME;CLOSE_USD;CLOSE_EUR;CLOSE_CLP;CLOSE_BRL;RANK_VOLUME_BY_DAY;SUM_VOLUME_BY_YEAR;SUM_VOLUME_BY_YEAR_MONTH;SUM_VOLUME_BY_MONTH_IN_YEAR;AVG_VOLUME_BY_YEAR;AVG_VOLUME_BY_YEAR_MONTH;RANK_VOLUME_BY_YEAR;RANK_VOLUME_BY_YEAR_MONTH;RANK_VOLUME_BY_MONTH_IN_YEAR
2020-09-16;2020;8;120.55;102.13417924999999;91653.95801564999;631.3803839000001;667;3078378;179058;179058;12167.501;8526.571;3;33;9
2020-03-10;2020;92;114.25;100.95918325000001;95295.48228125;530.5315284999999;606;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-23;2020;26987;121.25;112.64306875;104360.07263750001;623.6127575;136;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-13;2020;62;107.05;96.08219225;89814.98864504999;520.2206082;618;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-20;2020;24832;119.7;111.2194944;103337.4782664;606.1493088;177;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-04;2020;62;117.15;105.17551275000001;96051.16374975;537.121035;618;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-17;2020;13;102.9;93.421881;87290.0932554;515.6525829;662;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-09;2020;36;108.95;95.59109575;91441.62594105;514.72370685;639;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-27;2020;19516;115.85;103.7441384;96225.4632052;590.8933883999999;305;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-03;2020;119;121.05;108.2910879;98570.73150089999;546.50431395;598;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-24;2020;21152;125.6;116.272944;106182.81600159999;640.5098856;274;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-16;2020;4;103.9;93.09689360000002;88658.0246032;519.55195;671;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-05;2020;82;109.85;97.87525149999999;90667.83646374999;506.155845;610;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-11;2020;0;111.55;99.058631;93902.769921;537.1464919;675;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-06;2020;42;105.6;93.5656128;87289.3731072;488.5742399999999;633;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-18;2020;18;108.05;98.578337;93787.42971375;551.8774765999999;657;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-02;2020;17;114.65;102.88358515;93210.44690445;512.9328643;658;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-25;2020;25571;129.95;119.33958249999999;110047.81456194998;654.32385015;163;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-19;2020;37;116.65;109.46844275000001;100587.6451833;594.41352165;638;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-30;2020;14430;119.3;108.16334499999999;102562.33108949999;619.6684179;465;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-31;2020;14185;119.55;108.42407925;102418.13256659999;622.2560763;473;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-26;2020;17978;124.65;112.828194;103385.08955925;626.2538157000001;357;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-03-12;2020;0;109.15;97.597564;92941.02558295;523.0143824500001;675;3078378;165235;165235;12167.501;7510.681;3;35;10
2020-05-20;2020;12399;105.65;96.215455;84932.76409065;601.35694745;501;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-08;2020;2;110.1;100.36011359999999;90921.0107112;631.1376803999999;673;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-28;2020;21073;99.1;89.450633;80132.07230459999;535.6450136;275;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-01;2020;2;104.45;94.15425905000001;87184.8236084;573.1489028;673;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-04;2020;2;105.55;96.80201600000001;88471.8504084;584.9684439;673;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-27;2020;20950;102.5;93.042325;84091.4791875;540.615955;279;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-26;2020;18345;105.1;95.72529019999999;84835.39731649999;561.8118398;346;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-22;2020;18541;103.6;95.04150039999999;83761.0052832;572.9291344;343;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-29;2020;23795;96.3;86.7176685;76943.7347643;513.7512552;205;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-19;2020;11518;107.05;97.98318615;87706.28884155;616.254735;520;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-12;2020;1;105.6;97.36003199999999;87120.01214400001;621.5929632;674;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-15;2020;1;104.8;96.84337439999999;86743.36997759998;613.7791208;674;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-21;2020;19211;104.75;95.65780475000001;84291.88557375;581.77071075;317;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-13;2020;57;103.55;95.69086564999999;84630.92458719999;609.6918379;621;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-05;2020;49;108.85;100.431541;90911.74869385;607.3390245999999;627;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-18;2020;0;105.7;96.8419172;86621.2270553;604.6570614;675;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-06;2020;6;109.35;101.26739475;92193.2115732;625.121145;669;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-07;2020;4;107.45;99.15271100000001;90097.02496445;626.69256195;671;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-14;2020;4;104.9;97.070264;86259.0957611;609.5751588;671;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-05-11;2020;10;108.95;100.79563725;89774.7742878;633.93636105;665;3078378;145970;145970;12167.501;7298.5;3;39;11
2020-12-15;2020;5;123.1;101.28347939999999;90623.6381006;625.6158655999999;670;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-14;2020;3;123.55;101.69894699999999;90858.14454185001;632.47716;672;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-18;2020;0;123.7;100.9236138;89720.0939144;631.1921148;675;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-04;2020;7;115.35;95.1692868;85809.3162492;594.8413786499999;668;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-24;2020;8991;125.95;103.3802638;90028.8554572;657.0562119000001;551;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-29;2020;11047;125.4;102.345837;89710.7464308;653.3461638;528;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-30;2020;10915;125.4;101.95333500000001;89222.2809522;651.3390114;531;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-23;2020;10039;124.55;102.16525125;88941.21117205;649.75206635;538;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-28;2020;13623;123.35;100.92509334999998;87825.16903914999;647.26691335;486;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-21;2020;19298;124.3;101.5902657;90191.8739106;636.6902058000001;311;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-31;2020;15655;128.25;105.3063315;91121.94318824999;666.0788152499999;427;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-22;2020;15059;124.2;101.91789899999999;89760.7265688;640.8642996000001;447;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-01;2020;121;115.65;95.79324195000001;87893.93974634999;602.1202756499999;597;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-16;2020;29;125.05;102.51536475;91810.5255264;635.8418600499999;646;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-17;2020;4;125.05;101.97890025;90273.3411485;632.55329515;671;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-02;2020;36;116.85;96.45675374999999;88338.61776119999;609.7003973999999;639;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-03;2020;0;117.65;96.86889225;88313.10483124999;606.1913897;675;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-08;2020;0;117.1;96.7014142;87227.3203119;599.6922857999999;675;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-10;2020;0;118.55;97.6226056;87110.93299325;595.79637935;675;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-09;2020;1;114.9;95.13651060000001;85393.52454030002;594.1705353000001;674;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-11;2020;2;119.1;98.3355105;87455.59591919999;603.3848964;673;3078378;104837;104837;12167.501;4765.318;3;43;12
2020-12-07;2020;2;116.95;96.55099625;87151.5865151;596.42161;673;3078378;104837;104837;12167.501;4765.318;3;43;12
2021-10-07;2021;21436;197.9;171.18389580000002;160746.1770169;1092.1113479;265;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-28;2021;19290;199.95;171.11800979999998;161137.74608985;1128.99768;312;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-12;2021;24689;213.15;184.822365;175456.5821358;1179.3623604;180;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-08;2021;17289;201.35;173.9470704;166003.08723459998;1109.1062725;371;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-25;2021;20159;202.55;174.47960825;163641.37832695;1125.2879953000001;291;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-18;2021;20228;201.6;173.586672;164733.38320319998;1111.3800768;290;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-04;2021;20398;200.35;172.46428525;161454.07564305002;1092.8297110499998;288;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-05;2021;26153;191.9;165.48784350000003;155669.05643650002;1051.1136357;151;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-26;2021;21060;208.1;179.44463;167339.40638559998;1158.4105005;278;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-27;2021;23299;201.35;173.58081475;162168.3116499;1114.77487905;213;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-13;2021;19175;208.65;179.90115975;170093.50536555;1150.4873367;319;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-21;2021;26494;203.3;174.87926990000003;166332.04286450002;1150.5362999000001;145;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-19;2021;14850;204.25;175.59474625000001;165543.56555525;1140.69642125;451;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-20;2021;14926;205.55;176.36374995000003;167328.047387;1150.62840665;448;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-22;2021;16734;199.85;171.5920094;163021.7211406;1129.23024165;392;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-15;2021;15698;203.4;175.358259;167550.83054640002;1110.5037936;426;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-01;2021;27895;204.05;175.9735362;163905.2838038;1094.9535212;121;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-14;2021;12288;209.25;180.5195565;172823.763348;1153.740888;506;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-11;2021;12909;204.25;176.77326875;168393.94109500002;1131.0543915;495;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-06;2021;11587;193.45;167.41646624999998;157305.78168775;1062.6988103499998;516;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-10-29;2021;18594;203.95;176.41165125;165914.1228524;1149.4222258;341;3127536;405151;405151;12410.857;19292.904;2;7;1
2021-01-20;2021;19721;125.2;103.34070600000001;90407.5552648;662.5612796;299;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-21;2021;13904;126.45;103.93722135;90713.26218510001;676.63028295;480;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-06;2021;27249;120.9;97.9777227;84205.9969296;642.5108391;133;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-11;2021;21759;121.45;99.8717356;87375.1400361;666.6630971000001;257;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-05;2021;22165;125.1;101.70817650000001;87057.2323638;661.2281846999999;244;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-13;2021;22176;125.25;102.98368125;92407.9076715;663.7493489999999;243;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-29;2021;20127;122.95;101.29592305;90344.1409804;671.5816702999999;292;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-19;2021;19435;127.15;104.75850355;93747.98833505002;681.2955114499999;307;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-07;2021;17994;121.1;98.69976969999999;86318.6666419;655.1867245;356;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-22;2021;18266;124.05;101.9142699;90259.2652836;678.1942511999999;349;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-26;2021;16225;124.5;102.360912;91282.75421849999;666.7349745;409;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-14;2021;22080;127.35;104.80713974999999;92520.09273825;661.8764097;245;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-04;2021;21809;126.15;102.96930675;88847.84552625;668.1910677;254;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-15;2021;31917;128.15;106.12575655;94165.1213228;678.3112775999999;65;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-25;2021;18318;123.25;101.48343375;90342.21931074999;673.80294325;347;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-08;2021;23796;123.7;101.1861052;88087.2539144;670.2116717;204;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-27;2021;16060;125.5;103.687849;92706.9066005;679.4696755;415;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-28;2021;16576;124.0;102.31302;91263.99727200001;674.639856;399;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-01-12;2021;16090;121.4;99.43813300000001;88015.00874080001;646.20006;413;3127536;385667;385667;12410.857;20298.263;2;10;2
2021-11-02;2021;22683;208.05;179.69278500000001;169221.6792642;1181.74542915;228;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-29;2021;35;233.85;207.08586749999998;197369.39391989997;1310.097855;640;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-19;2021;398;233.3;206.8213832;193289.9626696;1309.6538132;577;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-10;2021;30418;204.0;177.6075;162226.825752;1120.245804;87;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-15;2021;16876;222.75;195.97656375;177765.7439745;1215.72472725;385;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-16;2021;11044;222.05;196.19338775;180304.68637745;1222.0970290999999;529;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-24;2021;85;246.3;219.857232;200581.7247897;1380.93021;609;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-17;2021;13236;232.6;205.50116959999997;192999.858141;1286.3240548;490;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-01;2021;19674;208.7;179.9208961;169495.7114697;1185.4583661;302;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-04;2021;21756;208.6;180.5437172;169825.5135626;1168.8277286;258;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-09;2021;35050;205.9;177.5885441;163398.1353835;1128.4553341;46;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-18;2021;9359;228.95;201.38327525;190637.59148254996;1272.48097605;546;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-22;2021;47;231.35;205.79739249999997;187904.6641234;1292.59895135;629;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-05;2021;33987;203.55;176.1936942;165161.2662876;1128.3395292;54;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-03;2021;21821;209.3;180.17695150000003;170347.1451864;1162.4316886000001;253;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-08;2021;30475;199.65;172.29595350000002;160452.73207095;1106.93926035;85;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-30;2021;9;233.25;205.84429125;192986.3518785;1311.8910667500002;666;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-26;2021;48;243.85;215.44245039999998;202895.4890646;1367.9263204;628;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-23;2021;85;242.55;215.72421255;197362.2786597;1351.5123699;609;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-11;2021;40191;210.9;184.2200955;167488.40600460002;1138.7541282000002;24;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-11-12;2021;36014;219.7;191.993633;175953.4230012;1199.3871187999998;40;3127536;343291;343291;12410.857;16347.19;2;14;3
2021-06-11;2021;32759;157.45;130.0326017;113678.95683945;805.5608052;58;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-22;2021;309;151.25;126.6866975;112136.72958125;750.03407875;579;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-17;2021;9829;149.55;125.5170159;110442.6702144;749.0818923;539;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-01;2021;32562;161.05;131.81861975;117324.74172510002;829.61638185;60;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-29;2021;37;159.7;134.1962294;116217.52583429999;791.6003211999999;638;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-04;2021;26824;161.65;132.8565787;116113.82737479999;816.1365802;141;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-18;2021;10929;149.9;126.35400779999999;112215.72640880001;763.0134850000001;530;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-08;2021;30120;157.7;129.5450305;113181.04540729999;794.2243522999999;93;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-10;2021;34667;158.7;130.3791915;114233.70956579999;802.3883109;49;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-23;2021;157;153.15;128.38028475000002;112748.64023325;760.65025815;592;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-09;2021;27098;157.2;129.0924828;113167.74819239999;795.9034427999999;135;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-30;2021;36;159.35;134.41140629999998;116692.22060054999;792.0813637;639;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-16;2021;11288;153.35;127.85786275;111976.59861325;775.3066233;525;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-02;2021;18946;161.15;131.97653205;115788.0376587;817.99788345;327;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-15;2021;19013;151.2;124.6947912;109937.0961864;762.8641775999998;324;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-03;2021;25907;157.6;129.90968;113314.38345200001;800.2617528000001;157;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-24;2021;61;152.4;127.76073000000001;111861.6356616;748.9236228;619;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-28;2021;39;162.25;136.029751;119253.77531099999;799.2924995;636;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-14;2021;25267;154.1;127.11708999999999;110859.64432569999;779.7920758999999;168;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-07;2021;31178;160.15;131.37024425;114731.28399515;808.26119515;75;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-21;2021;5284;152.35;127.89553975;113896.4907036;763.94384;569;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-06-25;2021;63;157.25;131.727696;115296.31516199998;775.950754;617;3127536;342373;342373;12410.857;15562.409;2;15;4
2021-08-23;2021;272;179.95;153.22472575;141149.23894389998;968.38310995;582;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-05;2021;17207;176.9;149.4973055;137626.3697926;928.14123;375;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-26;2021;14;185.65;157.9331976;146089.81569465;975.2747737000001;661;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-12;2021;39088;186.55;158.94899475000003;144540.4704562;980.07866775;28;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-31;2021;3;193.45;163.80862375;150088.16934539998;996.3845372499999;672;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-11;2021;29470;183.85;156.58522885;141823.72794845;959.64239655;101;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-19;2021;13006;178.2;152.6281218;140156.04297419998;965.0597418;492;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-04;2021;18865;175.65;148.38947130000003;136012.88827395;908.05833195;331;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-13;2021;24800;182.75;154.920099;141812.24486900002;959.26224275;178;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-16;2021;15358;183.2;155.5371664;144136.2293752;963.8511071999999;434;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-24;2021;41;183.3;155.95127340000002;143444.98935;961.7015967;634;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-06;2021;21241;176.0;149.619184;138732.069696;921.096704;270;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-25;2021;40;184.05;156.34771425000002;144289.69267185;959.44620825;635;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-30;2021;26;197.4;167.33696700000002;154508.9410284;1023.4404348;649;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-17;2021;15802;178.95;152.82455265;141365.14921605;947.6658729;419;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-02;2021;37342;172.8;145.53475200000003;132788.1434112;894.4300800000001;32;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-18;2021;8908;179.7;153.5385552;141551.5518717;966.8039699999998;552;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-03;2021;18664;174.85;147.30675374999998;135648.2988341;908.9227549999999;337;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-09;2021;22411;179.35;152.80530324999998;140906.3099237;938.5919962999999;235;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-10;2021;29061;182.0;155.30151;141778.042406;944.598382;106;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-20;2021;15450;178.25;152.38949;140216.868087;959.06218225;431;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-08-27;2021;20;189.5;160.6298645;148417.141324;986.3552695;655;3127536;327089;327089;12410.857;14867.681;2;19;5
2021-04-22;2021;243;134.3;111.79199150000001;94922.47408710001;731.2234786000001;585;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-26;2021;33;141.75;117.33852375;99947.391453;770.7092085;642;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-20;2021;11447;132.45;110.07310229999999;92317.68576149999;737.6406724499999;522;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-16;2021;11393;129.15;107.78716935000001;90767.1252348;721.76885235;524;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-06;2021;31610;126.85;106.82989875;91053.8633623;709.64964;66;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-08;2021;28825;127.85;107.2791907;90542.97455995;711.8819685499999;109;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-09;2021;26961;127.25;106.932756;90424.347802;722.8823090000001;139;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-23;2021;61;136.85;113.11323064999999;97629.3253572;749.3906;619;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-13;2021;26333;130.05;108.79007625;92089.0014093;743.6783101500001;148;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-07;2021;22703;126.75;106.75455375;90461.55459900001;711.52392675;227;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-12;2021;23948;128.1;107.533545;91373.99542319999;734.4873543;200;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-05;2021;16091;122.1;103.3212642;88095.03437129999;691.5983315999999;412;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-15;2021;16691;132.7;110.86487849999999;92691.2058456;745.3226872999999;397;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-30;2021;7;139.95;116.43574094999998;99463.01248439998;761.0951231999999;668;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-01;2021;23923;121.6;103.2422912;87199.076672;694.2023616;201;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-27;2021;8;144.35;119.40126775;101333.7170333;787.01106805;667;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-14;2021;18260;132.1;110.2381105;93739.1766416;746.9466363;350;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-19;2021;9477;129.85;107.8139356;90973.19554015;720.2522396999999;544;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-28;2021;12;144.3;118.90421010000001;100476.00702750002;770.9804700000001;663;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-29;2021;21;141.4;116.617529;100308.7390522;754.7787772;654;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-04-21;2021;11569;132.2;109.82581099999999;92302.001662;736.2752087999999;519;3127536;279616;279616;12410.857;13315.047;2;24;6
2021-07-09;2021;3;151.3;127.38098300000001;113285.93491480002;795.7478252000001;672;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-28;2021;28234;200.45;169.20485625;152723.2619135;1025.5627359;118;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-30;2021;31471;179.55;151.29619155;135856.57860180002;935.25206985;68;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-06;2021;30;147.9;125.1019545;110620.3697784;768.6354126;645;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-15;2021;35;156.9;132.8320107;118765.44778260001;801.99435;640;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-01;2021;37;156.0;131.69223599999998;115517.68332;787.5627240000001;638;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-16;2021;0;161.2;136.53317599999997;122157.99061439998;824.6105399999999;675;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-20;2021;0;165.65;140.60322305;125604.15258729999;864.85749045;675;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-29;2021;29964;196.5;165.2673075;149395.023144;998.593743;98;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-02;2021;7;152.55;128.5731063;112223.4679098;772.067754;668;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-23;2021;41105;189.0;160.560036;144057.764844;982.951956;21;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-19;2021;5;155.25;131.64625575;118028.830509;815.4347895000001;670;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-21;2021;34757;176.0;149.24888;132476.962464;913.229328;48;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-12;2021;23;153.85;129.68862675;114416.73373144999;796.03543885;652;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-07;2021;0;149.75;126.97976374999999;112176.52175875;783.53707475;675;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-14;2021;4;156.45;132.21511275;116575.60977719999;793.42099935;671;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-22;2021;44986;193.65;164.47953225;145988.85406035002;1007.21238;14;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-13;2021;5;152.1;129.17624849999999;114032.4060681;785.4593058;670;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-26;2021;37319;207.8;176.0020284;157963.2474516;1075.7594044000002;33;3127536;275464;275464;12410.857;13117.333;2;26;7
2021-07-08;2021;2;152.05;128.34464475000001;114552.25812865;799.706975;673;3127536;275464;275464;12410.857;13117.333;2;26;7
